Date,nikkei
2023-10-17,32040.29
2023-10-18,32042.25
2023-10-19,31430.62
2023-10-20,31259.36
2023-10-23,30999.55
2023-10-24,31062.35
2023-10-25,31269.92
2023-10-26,30601.78
2023-10-27,30991.69
2023-10-30,30696.96
2023-10-31,30858.85
2023-11-01,31601.65
2023-11-02,31949.89
2023-11-03,
2023-11-06,32708.48
2023-11-07,32271.82
2023-11-08,32166.48
2023-11-09,32646.46
2023-11-10,32568.11
2023-11-13,32585.11
2023-11-14,32695.93
2023-11-15,33519.7
2023-11-16,33424.41
2023-11-17,33585.2
2023-11-20,33388.03
2023-11-21,33354.14
2023-11-22,33451.83
2023-11-23,
2023-11-24,33625.53
2023-11-27,33447.67
2023-11-28,33408.39
2023-11-29,33321.22
2023-11-30,33486.89
2023-12-01,33431.51
2023-12-04,33231.27
2023-12-05,32775.82
2023-12-06,33445.9
2023-12-07,32858.31
2023-12-08,32307.86
2023-12-11,32791.8
2023-12-12,32843.7
2023-12-13,32926.35
2023-12-14,32686.25
2023-12-15,32970.55
2023-12-18,32758.98
2023-12-19,33219.39
2023-12-20,33675.94
2023-12-21,33140.47
2023-12-22,33169.05
2023-12-25,33254.03
2023-12-26,33305.85
2023-12-27,33681.24
2023-12-28,33539.62
2023-12-29,33464.17
2024-01-01,
2024-01-02,
2024-01-03,
2024-01-04,33288.29
2024-01-05,33377.42
2024-01-08,
2024-01-09,33763.18
2024-01-10,34441.72
2024-01-11,35049.86
2024-01-12,35577.11
2024-01-15,35901.79
2024-01-16,35619.18
2024-01-17,35477.75
2024-01-18,35466.17
2024-01-19,35963.27
2024-01-22,36546.95
2024-01-23,36517.57
2024-01-24,36226.48
2024-01-25,36236.47
2024-01-26,35751.07
2024-01-29,36026.94
2024-01-30,36065.86
2024-01-31,36286.71
2024-02-01,36011.46
2024-02-02,36158.02
2024-02-05,36354.16
2024-02-06,36160.66
2024-02-07,36119.92
2024-02-08,36863.28
2024-02-09,36897.42
2024-02-12,
2024-02-13,37963.97
2024-02-14,37703.32
2024-02-15,38157.94
2024-02-16,38487.24
2024-02-19,38470.38
2024-02-20,38363.61
2024-02-21,38262.16
2024-02-22,39098.68
2024-02-23,
2024-02-26,39233.71
2024-02-27,39239.52
2024-02-28,39208.03
2024-02-29,39166.19
2024-03-01,39910.82
2024-03-04,40109.23
2024-03-05,40097.63
2024-03-06,40090.78
2024-03-07,39598.71
2024-03-08,39688.94
2024-03-11,38820.49
2024-03-12,38797.51
2024-03-13,38695.97
2024-03-14,38807.38
2024-03-15,38707.64
2024-03-18,39740.44
2024-03-19,40003.6
2024-03-20,
2024-03-21,40815.66
2024-03-22,40888.43
2024-03-25,40414.12
2024-03-26,40398.03
2024-03-27,40762.73
2024-03-28,40168.07
2024-03-29,40369.44
2024-04-01,39803.09
2024-04-02,39838.91
2024-04-03,39451.85
2024-04-04,39773.14
2024-04-05,38992.08
2024-04-08,39347.04
2024-04-09,39773.13
2024-04-10,39581.81
2024-04-11,39442.63
2024-04-12,39523.55
2024-04-15,39232.8
2024-04-16,38471.2
2024-04-17,37961.8
2024-04-18,38079.7
2024-04-19,37068.35
2024-04-22,37438.61
2024-04-23,37552.16
2024-04-24,38460.08
2024-04-25,37628.48
2024-04-26,37934.76
2024-04-29,
2024-04-30,38405.66
2024-05-01,38274.05
2024-05-02,38236.07
2024-05-03,
2024-05-06,
2024-05-07,38835.1
2024-05-08,38202.37
2024-05-09,38073.98
2024-05-10,38229.11
2024-05-13,38179.46
2024-05-14,38356.06
2024-05-15,38385.73
2024-05-16,38920.26
2024-05-17,38787.38
2024-05-20,39069.68
2024-05-21,38946.93
2024-05-22,38617.1
2024-05-23,39103.22
2024-05-24,38646.11
2024-05-27,38900.02
2024-05-28,38855.37
2024-05-29,38556.87
2024-05-30,38054.13
2024-05-31,38487.9
2024-06-03,38923.03
2024-06-04,38837.46
2024-06-05,38490.17
2024-06-06,38703.51
2024-06-07,38683.93
2024-06-10,39038.16
2024-06-11,39134.79
2024-06-12,38876.71
2024-06-13,38720.47
2024-06-14,38814.56
2024-06-17,38102.44
2024-06-18,38482.11
2024-06-19,38570.76
2024-06-20,38633.02
2024-06-21,38596.47
2024-06-24,38804.65
2024-06-25,39173.15
2024-06-26,39667.07
2024-06-27,39341.54
2024-06-28,39583.08
2024-07-01,39631.06
2024-07-02,40074.69
2024-07-03,40580.76
2024-07-04,40913.65
2024-07-05,40912.37
2024-07-08,40780.7
2024-07-09,41580.17
2024-07-10,41831.99
2024-07-11,42224.02
2024-07-12,41190.68
2024-07-15,
2024-07-16,41275.08
2024-07-17,41097.69
2024-07-18,40126.35
2024-07-19,40063.79
2024-07-22,39599.0
2024-07-23,39594.39
2024-07-24,39154.85
2024-07-25,37869.51
2024-07-26,37667.41
2024-07-29,38468.63
2024-07-30,38525.95
2024-07-31,39101.82
2024-08-01,38126.33
2024-08-02,35909.7
2024-08-05,31458.42
2024-08-06,34675.46
2024-08-07,35089.62
2024-08-08,34831.15
2024-08-09,35025.0
2024-08-12,
2024-08-13,36232.51
2024-08-14,36442.43
2024-08-15,36726.64
2024-08-16,38062.67
2024-08-19,37388.62
2024-08-20,38062.92
2024-08-21,37951.8
2024-08-22,38211.01
2024-08-23,38364.27
2024-08-26,38110.22
2024-08-27,38288.62
2024-08-28,38371.76
2024-08-29,38362.53
2024-08-30,38647.75
2024-09-02,38700.87
2024-09-03,38686.31
2024-09-04,37047.61
2024-09-05,36657.09
2024-09-06,36391.47
2024-09-09,36215.75
2024-09-10,36159.16
2024-09-11,35619.77
2024-09-12,36833.27
2024-09-13,36581.76
2024-09-16,
2024-09-17,36203.22
2024-09-18,36380.17
2024-09-19,37155.33
2024-09-20,37723.91
2024-09-23,
2024-09-24,37940.59
2024-09-25,37870.26
2024-09-26,38925.63
2024-09-27,39829.56
2024-09-30,37919.55
2024-10-01,38651.97
2024-10-02,37808.76
2024-10-03,38552.06
2024-10-04,38635.62
2024-10-07,39332.74
2024-10-08,38937.54
2024-10-09,39277.96
2024-10-10,39380.89
